n_occupancy,n_paths_per_occupancy,n_phase_batches_per_path,mean_effect_db,sigma2_occupancy,sigma2_path,sigma2_phase_batch,var_mean_occupancy,var_mean_path,var_mean_phase_batch,var_mean_total,hierarchical_standard_error,phase_fraction_of_mean_variance,path_fraction_of_mean_variance,occupancy_fraction_of_mean_variance,ms_occupancy,ms_path_within_occupancy,ms_phase_within_path,block,hierarchical_ci_low,hierarchical_ci_high,occupancy_negative_fraction,fixed_time_mean_pass,fixed_time_ci_pass,absolute_mc_se_pass,occupancy_negative_fraction_pass,local_window_all_negative,equivalence_difference_db,equivalence_90_low,equivalence_90_high,equivalence_pass
16,6,4,-0.4117970079175504,0.024392103694478567,0.07754356675205226,0.01549130858422684,0.0015245064809049104,0.0008077454870005444,4.034194943809073e-05,0.002372593917343546,0.04870927958144675,0.01700330981344639,0.3404482668087296,0.6425484233778239,0.9110760642599214,0.32566557559243586,0.01549130858422684,primary,-0.5176041555117823,-0.30779800739526636,1.0,True,True,True,True,True,0.06262652959757703,-0.04424733172521997,0.16950039092037403,True
12,4,4,-0.4744235375151275,0.004092217615849301,0.05269353453367065,0.02188252314203125,0.0003410181346541084,0.001097781969451472,0.00011397147469807943,0.0015527715788036598,0.03940522273511038,0.07339873826508937,0.706982266056971,0.21961899567793958,0.2981321431303027,0.23265666127671386,0.02188252314203125,confirmation,-0.5717798536216887,-0.37683186953009956,1.0,True,True,True,True,True,0.06262652959757703,-0.04424733172521997,0.16950039092037403,True
