block,occupancy_idx,path_idx,phase_idx,label,occupancy_seed,hole_path_seed,phase_batch_seed,occupancy_hash,path_hash,run_id,config_hash
confirmation,5,0,1,mobile_plus_spin_density,221006,326001,921002,97c0f99961733de4,97505fe1e0e8552a,confirmation_occ005_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,5,0,2,static_only,221006,0,921003,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path00_phase02_static_only,90af02170d880284
confirmation,5,0,2,mobile_plus_spin_density,221006,326001,921003,97c0f99961733de4,97505fe1e0e8552a,confirmation_occ005_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,5,0,3,static_only,221006,0,921004,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path00_phase03_static_only,90af02170d880284
confirmation,5,0,3,mobile_plus_spin_density,221006,326001,921004,97c0f99961733de4,97505fe1e0e8552a,confirmation_occ005_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,5,1,0,static_only,221006,0,922001,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path01_phase00_static_only,90af02170d880284
confirmation,5,1,0,mobile_plus_spin_density,221006,326002,922001,97c0f99961733de4,ff4dd6fc6d79d2e5,confirmation_occ005_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,5,1,1,static_only,221006,0,922002,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path01_phase01_static_only,90af02170d880284
confirmation,5,1,1,mobile_plus_spin_density,221006,326002,922002,97c0f99961733de4,ff4dd6fc6d79d2e5,confirmation_occ005_path01_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,5,1,2,static_only,221006,0,922003,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path01_phase02_static_only,90af02170d880284
confirmation,5,1,2,mobile_plus_spin_density,221006,326002,922003,97c0f99961733de4,ff4dd6fc6d79d2e5,confirmation_occ005_path01_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,5,1,3,static_only,221006,0,922004,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path01_phase03_static_only,90af02170d880284
confirmation,5,1,3,mobile_plus_spin_density,221006,326002,922004,97c0f99961733de4,ff4dd6fc6d79d2e5,confirmation_occ005_path01_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,5,2,0,static_only,221006,0,923001,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path02_phase00_static_only,90af02170d880284
confirmation,5,2,0,mobile_plus_spin_density,221006,326003,923001,97c0f99961733de4,5ea3ffed5d1b0277,confirmation_occ005_path02_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,5,2,1,static_only,221006,0,923002,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path02_phase01_static_only,90af02170d880284
confirmation,5,2,1,mobile_plus_spin_density,221006,326003,923002,97c0f99961733de4,5ea3ffed5d1b0277,confirmation_occ005_path02_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,5,2,2,static_only,221006,0,923003,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path02_phase02_static_only,90af02170d880284
confirmation,5,2,2,mobile_plus_spin_density,221006,326003,923003,97c0f99961733de4,5ea3ffed5d1b0277,confirmation_occ005_path02_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,5,2,3,static_only,221006,0,923004,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path02_phase03_static_only,90af02170d880284
confirmation,5,2,3,mobile_plus_spin_density,221006,326003,923004,97c0f99961733de4,5ea3ffed5d1b0277,confirmation_occ005_path02_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,5,3,0,static_only,221006,0,924001,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path03_phase00_static_only,90af02170d880284
confirmation,5,3,0,mobile_plus_spin_density,221006,326004,924001,97c0f99961733de4,f54cc0c644679236,confirmation_occ005_path03_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,5,3,1,static_only,221006,0,924002,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path03_phase01_static_only,90af02170d880284
confirmation,5,3,1,mobile_plus_spin_density,221006,326004,924002,97c0f99961733de4,f54cc0c644679236,confirmation_occ005_path03_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,5,3,2,static_only,221006,0,924003,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path03_phase02_static_only,90af02170d880284
confirmation,5,3,2,mobile_plus_spin_density,221006,326004,924003,97c0f99961733de4,f54cc0c644679236,confirmation_occ005_path03_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,5,3,3,static_only,221006,0,924004,97c0f99961733de4,5f0a0c397e9824cb,confirmation_occ005_path03_phase03_static_only,90af02170d880284
confirmation,5,3,3,mobile_plus_spin_density,221006,326004,924004,97c0f99961733de4,f54cc0c644679236,confirmation_occ005_path03_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,6,0,0,static_only,221007,0,1021001,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path00_phase00_static_only,90af02170d880284
confirmation,6,0,0,mobile_plus_spin_density,221007,327001,1021001,b37563fb0612efd5,db984f6c56303569,confirmation_occ006_path00_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,6,0,1,static_only,221007,0,1021002,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path00_phase01_static_only,90af02170d880284
confirmation,6,0,1,mobile_plus_spin_density,221007,327001,1021002,b37563fb0612efd5,db984f6c56303569,confirmation_occ006_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,6,0,2,static_only,221007,0,1021003,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path00_phase02_static_only,90af02170d880284
confirmation,6,0,2,mobile_plus_spin_density,221007,327001,1021003,b37563fb0612efd5,db984f6c56303569,confirmation_occ006_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,6,0,3,static_only,221007,0,1021004,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path00_phase03_static_only,90af02170d880284
confirmation,6,0,3,mobile_plus_spin_density,221007,327001,1021004,b37563fb0612efd5,db984f6c56303569,confirmation_occ006_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,6,1,0,static_only,221007,0,1022001,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path01_phase00_static_only,90af02170d880284
confirmation,6,1,0,mobile_plus_spin_density,221007,327002,1022001,b37563fb0612efd5,f067071cb3ab4501,confirmation_occ006_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,6,1,1,static_only,221007,0,1022002,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path01_phase01_static_only,90af02170d880284
confirmation,6,1,1,mobile_plus_spin_density,221007,327002,1022002,b37563fb0612efd5,f067071cb3ab4501,confirmation_occ006_path01_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,6,1,2,static_only,221007,0,1022003,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path01_phase02_static_only,90af02170d880284
confirmation,6,1,2,mobile_plus_spin_density,221007,327002,1022003,b37563fb0612efd5,f067071cb3ab4501,confirmation_occ006_path01_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,6,1,3,static_only,221007,0,1022004,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path01_phase03_static_only,90af02170d880284
confirmation,6,1,3,mobile_plus_spin_density,221007,327002,1022004,b37563fb0612efd5,f067071cb3ab4501,confirmation_occ006_path01_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,6,2,0,static_only,221007,0,1023001,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path02_phase00_static_only,90af02170d880284
confirmation,6,2,0,mobile_plus_spin_density,221007,327003,1023001,b37563fb0612efd5,ece485155d85e071,confirmation_occ006_path02_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,6,2,1,static_only,221007,0,1023002,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path02_phase01_static_only,90af02170d880284
confirmation,6,2,1,mobile_plus_spin_density,221007,327003,1023002,b37563fb0612efd5,ece485155d85e071,confirmation_occ006_path02_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,6,2,2,static_only,221007,0,1023003,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path02_phase02_static_only,90af02170d880284
confirmation,6,2,2,mobile_plus_spin_density,221007,327003,1023003,b37563fb0612efd5,ece485155d85e071,confirmation_occ006_path02_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,6,2,3,static_only,221007,0,1023004,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path02_phase03_static_only,90af02170d880284
confirmation,6,2,3,mobile_plus_spin_density,221007,327003,1023004,b37563fb0612efd5,ece485155d85e071,confirmation_occ006_path02_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,6,3,0,static_only,221007,0,1024001,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path03_phase00_static_only,90af02170d880284
confirmation,6,3,0,mobile_plus_spin_density,221007,327004,1024001,b37563fb0612efd5,6bddabcb3f6b6f5f,confirmation_occ006_path03_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,6,3,1,static_only,221007,0,1024002,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path03_phase01_static_only,90af02170d880284
confirmation,6,3,1,mobile_plus_spin_density,221007,327004,1024002,b37563fb0612efd5,6bddabcb3f6b6f5f,confirmation_occ006_path03_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,6,3,2,static_only,221007,0,1024003,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path03_phase02_static_only,90af02170d880284
confirmation,6,3,2,mobile_plus_spin_density,221007,327004,1024003,b37563fb0612efd5,6bddabcb3f6b6f5f,confirmation_occ006_path03_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,6,3,3,static_only,221007,0,1024004,b37563fb0612efd5,73ed38992453ff52,confirmation_occ006_path03_phase03_static_only,90af02170d880284
confirmation,6,3,3,mobile_plus_spin_density,221007,327004,1024004,b37563fb0612efd5,6bddabcb3f6b6f5f,confirmation_occ006_path03_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,7,0,0,static_only,221008,0,1121001,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path00_phase00_static_only,90af02170d880284
confirmation,7,0,0,mobile_plus_spin_density,221008,328001,1121001,cd90e896932fe568,a6028bdd1a84688d,confirmation_occ007_path00_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,7,0,1,static_only,221008,0,1121002,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path00_phase01_static_only,90af02170d880284
confirmation,7,0,1,mobile_plus_spin_density,221008,328001,1121002,cd90e896932fe568,a6028bdd1a84688d,confirmation_occ007_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,7,0,2,static_only,221008,0,1121003,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path00_phase02_static_only,90af02170d880284
confirmation,7,0,2,mobile_plus_spin_density,221008,328001,1121003,cd90e896932fe568,a6028bdd1a84688d,confirmation_occ007_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,7,0,3,static_only,221008,0,1121004,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path00_phase03_static_only,90af02170d880284
confirmation,7,0,3,mobile_plus_spin_density,221008,328001,1121004,cd90e896932fe568,a6028bdd1a84688d,confirmation_occ007_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,7,1,0,static_only,221008,0,1122001,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path01_phase00_static_only,90af02170d880284
confirmation,7,1,0,mobile_plus_spin_density,221008,328002,1122001,cd90e896932fe568,0c85d11d8cf99c76,confirmation_occ007_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,7,1,1,static_only,221008,0,1122002,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path01_phase01_static_only,90af02170d880284
confirmation,7,1,1,mobile_plus_spin_density,221008,328002,1122002,cd90e896932fe568,0c85d11d8cf99c76,confirmation_occ007_path01_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,7,1,2,static_only,221008,0,1122003,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path01_phase02_static_only,90af02170d880284
confirmation,7,1,2,mobile_plus_spin_density,221008,328002,1122003,cd90e896932fe568,0c85d11d8cf99c76,confirmation_occ007_path01_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,7,1,3,static_only,221008,0,1122004,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path01_phase03_static_only,90af02170d880284
confirmation,7,1,3,mobile_plus_spin_density,221008,328002,1122004,cd90e896932fe568,0c85d11d8cf99c76,confirmation_occ007_path01_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,7,2,0,static_only,221008,0,1123001,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path02_phase00_static_only,90af02170d880284
confirmation,7,2,0,mobile_plus_spin_density,221008,328003,1123001,cd90e896932fe568,251b5b959f9e8bba,confirmation_occ007_path02_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,7,2,1,static_only,221008,0,1123002,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path02_phase01_static_only,90af02170d880284
confirmation,7,2,1,mobile_plus_spin_density,221008,328003,1123002,cd90e896932fe568,251b5b959f9e8bba,confirmation_occ007_path02_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,7,2,2,static_only,221008,0,1123003,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path02_phase02_static_only,90af02170d880284
confirmation,7,2,2,mobile_plus_spin_density,221008,328003,1123003,cd90e896932fe568,251b5b959f9e8bba,confirmation_occ007_path02_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,7,2,3,static_only,221008,0,1123004,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path02_phase03_static_only,90af02170d880284
confirmation,7,2,3,mobile_plus_spin_density,221008,328003,1123004,cd90e896932fe568,251b5b959f9e8bba,confirmation_occ007_path02_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,7,3,0,static_only,221008,0,1124001,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path03_phase00_static_only,90af02170d880284
confirmation,7,3,0,mobile_plus_spin_density,221008,328004,1124001,cd90e896932fe568,d7758d4047a97429,confirmation_occ007_path03_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,7,3,1,static_only,221008,0,1124002,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path03_phase01_static_only,90af02170d880284
confirmation,7,3,1,mobile_plus_spin_density,221008,328004,1124002,cd90e896932fe568,d7758d4047a97429,confirmation_occ007_path03_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,7,3,2,static_only,221008,0,1124003,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path03_phase02_static_only,90af02170d880284
confirmation,7,3,2,mobile_plus_spin_density,221008,328004,1124003,cd90e896932fe568,d7758d4047a97429,confirmation_occ007_path03_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,7,3,3,static_only,221008,0,1124004,cd90e896932fe568,2b8623206d6561db,confirmation_occ007_path03_phase03_static_only,90af02170d880284
confirmation,7,3,3,mobile_plus_spin_density,221008,328004,1124004,cd90e896932fe568,d7758d4047a97429,confirmation_occ007_path03_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,8,0,0,static_only,221009,0,1221001,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path00_phase00_static_only,90af02170d880284
confirmation,8,0,0,mobile_plus_spin_density,221009,329001,1221001,0a53dffee467c970,7a7202d05e73546f,confirmation_occ008_path00_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,8,0,1,static_only,221009,0,1221002,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path00_phase01_static_only,90af02170d880284
confirmation,8,0,1,mobile_plus_spin_density,221009,329001,1221002,0a53dffee467c970,7a7202d05e73546f,confirmation_occ008_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,8,0,2,static_only,221009,0,1221003,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path00_phase02_static_only,90af02170d880284
confirmation,8,0,2,mobile_plus_spin_density,221009,329001,1221003,0a53dffee467c970,7a7202d05e73546f,confirmation_occ008_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,8,0,3,static_only,221009,0,1221004,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path00_phase03_static_only,90af02170d880284
confirmation,8,0,3,mobile_plus_spin_density,221009,329001,1221004,0a53dffee467c970,7a7202d05e73546f,confirmation_occ008_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,8,1,0,static_only,221009,0,1222001,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path01_phase00_static_only,90af02170d880284
confirmation,8,1,0,mobile_plus_spin_density,221009,329002,1222001,0a53dffee467c970,fb1928d25ca889b7,confirmation_occ008_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,8,1,1,static_only,221009,0,1222002,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path01_phase01_static_only,90af02170d880284
confirmation,8,1,1,mobile_plus_spin_density,221009,329002,1222002,0a53dffee467c970,fb1928d25ca889b7,confirmation_occ008_path01_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,8,1,2,static_only,221009,0,1222003,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path01_phase02_static_only,90af02170d880284
confirmation,8,1,2,mobile_plus_spin_density,221009,329002,1222003,0a53dffee467c970,fb1928d25ca889b7,confirmation_occ008_path01_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,8,1,3,static_only,221009,0,1222004,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path01_phase03_static_only,90af02170d880284
confirmation,8,1,3,mobile_plus_spin_density,221009,329002,1222004,0a53dffee467c970,fb1928d25ca889b7,confirmation_occ008_path01_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,8,2,0,static_only,221009,0,1223001,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path02_phase00_static_only,90af02170d880284
confirmation,8,2,0,mobile_plus_spin_density,221009,329003,1223001,0a53dffee467c970,21d443e251c85a8f,confirmation_occ008_path02_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,8,2,1,static_only,221009,0,1223002,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path02_phase01_static_only,90af02170d880284
confirmation,8,2,1,mobile_plus_spin_density,221009,329003,1223002,0a53dffee467c970,21d443e251c85a8f,confirmation_occ008_path02_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,8,2,2,static_only,221009,0,1223003,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path02_phase02_static_only,90af02170d880284
confirmation,8,2,2,mobile_plus_spin_density,221009,329003,1223003,0a53dffee467c970,21d443e251c85a8f,confirmation_occ008_path02_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,8,2,3,static_only,221009,0,1223004,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path02_phase03_static_only,90af02170d880284
confirmation,8,2,3,mobile_plus_spin_density,221009,329003,1223004,0a53dffee467c970,21d443e251c85a8f,confirmation_occ008_path02_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,8,3,0,static_only,221009,0,1224001,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path03_phase00_static_only,90af02170d880284
confirmation,8,3,0,mobile_plus_spin_density,221009,329004,1224001,0a53dffee467c970,73f21bd06bf16a37,confirmation_occ008_path03_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,8,3,1,static_only,221009,0,1224002,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path03_phase01_static_only,90af02170d880284
confirmation,8,3,1,mobile_plus_spin_density,221009,329004,1224002,0a53dffee467c970,73f21bd06bf16a37,confirmation_occ008_path03_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,8,3,2,static_only,221009,0,1224003,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path03_phase02_static_only,90af02170d880284
confirmation,8,3,2,mobile_plus_spin_density,221009,329004,1224003,0a53dffee467c970,73f21bd06bf16a37,confirmation_occ008_path03_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,8,3,3,static_only,221009,0,1224004,0a53dffee467c970,ac3318004c79ccfc,confirmation_occ008_path03_phase03_static_only,90af02170d880284
confirmation,8,3,3,mobile_plus_spin_density,221009,329004,1224004,0a53dffee467c970,73f21bd06bf16a37,confirmation_occ008_path03_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,9,0,0,static_only,221010,0,1321001,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path00_phase00_static_only,90af02170d880284
confirmation,9,0,0,mobile_plus_spin_density,221010,330001,1321001,ad41f598fd366099,ee523562e6435cc8,confirmation_occ009_path00_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,9,0,1,static_only,221010,0,1321002,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path00_phase01_static_only,90af02170d880284
confirmation,9,0,1,mobile_plus_spin_density,221010,330001,1321002,ad41f598fd366099,ee523562e6435cc8,confirmation_occ009_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,9,0,2,static_only,221010,0,1321003,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path00_phase02_static_only,90af02170d880284
confirmation,9,0,2,mobile_plus_spin_density,221010,330001,1321003,ad41f598fd366099,ee523562e6435cc8,confirmation_occ009_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,9,0,3,static_only,221010,0,1321004,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path00_phase03_static_only,90af02170d880284
confirmation,9,0,3,mobile_plus_spin_density,221010,330001,1321004,ad41f598fd366099,ee523562e6435cc8,confirmation_occ009_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,9,1,0,static_only,221010,0,1322001,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path01_phase00_static_only,90af02170d880284
confirmation,9,1,0,mobile_plus_spin_density,221010,330002,1322001,ad41f598fd366099,564d9b61a9718e17,confirmation_occ009_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,9,1,1,static_only,221010,0,1322002,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path01_phase01_static_only,90af02170d880284
confirmation,9,1,1,mobile_plus_spin_density,221010,330002,1322002,ad41f598fd366099,564d9b61a9718e17,confirmation_occ009_path01_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,9,1,2,static_only,221010,0,1322003,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path01_phase02_static_only,90af02170d880284
confirmation,9,1,2,mobile_plus_spin_density,221010,330002,1322003,ad41f598fd366099,564d9b61a9718e17,confirmation_occ009_path01_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,9,1,3,static_only,221010,0,1322004,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path01_phase03_static_only,90af02170d880284
confirmation,9,1,3,mobile_plus_spin_density,221010,330002,1322004,ad41f598fd366099,564d9b61a9718e17,confirmation_occ009_path01_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,9,2,0,static_only,221010,0,1323001,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path02_phase00_static_only,90af02170d880284
confirmation,9,2,0,mobile_plus_spin_density,221010,330003,1323001,ad41f598fd366099,31ca93ff3e370e95,confirmation_occ009_path02_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,9,2,1,static_only,221010,0,1323002,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path02_phase01_static_only,90af02170d880284
confirmation,9,2,1,mobile_plus_spin_density,221010,330003,1323002,ad41f598fd366099,31ca93ff3e370e95,confirmation_occ009_path02_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,9,2,2,static_only,221010,0,1323003,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path02_phase02_static_only,90af02170d880284
confirmation,9,2,2,mobile_plus_spin_density,221010,330003,1323003,ad41f598fd366099,31ca93ff3e370e95,confirmation_occ009_path02_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,9,2,3,static_only,221010,0,1323004,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path02_phase03_static_only,90af02170d880284
confirmation,9,2,3,mobile_plus_spin_density,221010,330003,1323004,ad41f598fd366099,31ca93ff3e370e95,confirmation_occ009_path02_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,9,3,0,static_only,221010,0,1324001,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path03_phase00_static_only,90af02170d880284
confirmation,9,3,0,mobile_plus_spin_density,221010,330004,1324001,ad41f598fd366099,d148cb3f629152b8,confirmation_occ009_path03_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,9,3,1,static_only,221010,0,1324002,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path03_phase01_static_only,90af02170d880284
confirmation,9,3,1,mobile_plus_spin_density,221010,330004,1324002,ad41f598fd366099,d148cb3f629152b8,confirmation_occ009_path03_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,9,3,2,static_only,221010,0,1324003,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path03_phase02_static_only,90af02170d880284
confirmation,9,3,2,mobile_plus_spin_density,221010,330004,1324003,ad41f598fd366099,d148cb3f629152b8,confirmation_occ009_path03_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,9,3,3,static_only,221010,0,1324004,ad41f598fd366099,44d82667c9eeea1e,confirmation_occ009_path03_phase03_static_only,90af02170d880284
confirmation,9,3,3,mobile_plus_spin_density,221010,330004,1324004,ad41f598fd366099,d148cb3f629152b8,confirmation_occ009_path03_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,10,0,0,static_only,221011,0,1421001,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path00_phase00_static_only,90af02170d880284
confirmation,10,0,0,mobile_plus_spin_density,221011,331001,1421001,5f59abb119722b67,e4b289733a4bcc6d,confirmation_occ010_path00_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,10,0,1,static_only,221011,0,1421002,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path00_phase01_static_only,90af02170d880284
confirmation,10,0,1,mobile_plus_spin_density,221011,331001,1421002,5f59abb119722b67,e4b289733a4bcc6d,confirmation_occ010_path00_phase01_mobile_plus_spin_density,90af02170d880284
confirmation,10,0,2,static_only,221011,0,1421003,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path00_phase02_static_only,90af02170d880284
confirmation,10,0,2,mobile_plus_spin_density,221011,331001,1421003,5f59abb119722b67,e4b289733a4bcc6d,confirmation_occ010_path00_phase02_mobile_plus_spin_density,90af02170d880284
confirmation,10,0,3,static_only,221011,0,1421004,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path00_phase03_static_only,90af02170d880284
confirmation,10,0,3,mobile_plus_spin_density,221011,331001,1421004,5f59abb119722b67,e4b289733a4bcc6d,confirmation_occ010_path00_phase03_mobile_plus_spin_density,90af02170d880284
confirmation,10,1,0,static_only,221011,0,1422001,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path01_phase00_static_only,90af02170d880284
confirmation,10,1,0,mobile_plus_spin_density,221011,331002,1422001,5f59abb119722b67,f5e8287ca01c8336,confirmation_occ010_path01_phase00_mobile_plus_spin_density,90af02170d880284
confirmation,10,1,1,static_only,221011,0,1422002,5f59abb119722b67,2358d14e31384f4d,confirmation_occ010_path01_phase01_static_only,90af02170d880284
confirmation,10,1,1,mobile_plus_spin_density,221011,331002,1422002,5f59abb119722b67,f5e8287ca01c8336,confirmation_occ010_path01_phase01_mobile_plus_spin_density,90af02170d880284
