n_occupancy,n_paths_per_occupancy,n_phase_batches_per_path,mean_effect_db,sigma2_occupancy,sigma2_path,sigma2_phase_batch,var_mean_occupancy,var_mean_path,var_mean_phase_batch,var_mean_total,hierarchical_standard_error,phase_fraction_of_mean_variance,path_fraction_of_mean_variance,occupancy_fraction_of_mean_variance,ms_occupancy,ms_path_within_occupancy,ms_phase_within_path,block,hierarchical_ci_low,hierarchical_ci_high,occupancy_negative_fraction,fixed_time_mean_pass,fixed_time_ci_pass,absolute_mc_se_pass,occupancy_negative_fraction_pass,local_window_all_negative,equivalence_difference_db,equivalence_90_low,equivalence_90_high,equivalence_pass
16,6,4,-0.4117970079175504,0.0243921036944785,0.0775435667520522,0.0154913085842268,0.0015245064809049,0.0008077454870005,4.034194943809073e-05,0.0023725939173435,0.0487092795814467,0.0170033098134463,0.3404482668087296,0.6425484233778239,0.9110760642599214,0.3256655755924358,0.0154913085842268,primary,-0.5176041555117823,-0.3077980073952663,1.0,True,True,True,True,True,0.062626529597577,-0.0442473317252199,0.169500390920374,True
12,4,4,-0.4744235375151275,0.0040922176158493,0.0526935345336706,0.0218825231420312,0.0003410181346541,0.0010977819694514,0.000113971474698,0.0015527715788036,0.0394052227351103,0.0733987382650893,0.706982266056971,0.2196189956779395,0.2981321431303027,0.2326566612767138,0.0218825231420312,confirmation,-0.5717798536216887,-0.3768318695300995,1.0,True,True,True,True,True,0.062626529597577,-0.0442473317252199,0.169500390920374,True
