block,family_index,unit_id,case_id,occupancy_id,sampling,trajectories,phase_seed
DEVELOPMENT,96,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,926024662
DEVELOPMENT,96,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2415710174
DEVELOPMENT,96,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,1148389276
DEVELOPMENT,97,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,828359199
DEVELOPMENT,97,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,406493035
DEVELOPMENT,97,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3154680298
DEVELOPMENT,97,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,807090407
DEVELOPMENT,98,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,415785578
DEVELOPMENT,98,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2180913370
DEVELOPMENT,98,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3753032995
DEVELOPMENT,98,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,241095004
DEVELOPMENT,99,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2174385235
DEVELOPMENT,99,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2020652909
DEVELOPMENT,99,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3906046668
DEVELOPMENT,99,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,28929385
DEVELOPMENT,100,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2848517681
DEVELOPMENT,100,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,3243335256
DEVELOPMENT,100,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3081430126
DEVELOPMENT,100,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,91804188
DEVELOPMENT,101,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2928741419
DEVELOPMENT,101,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2594502506
DEVELOPMENT,101,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,906692319
DEVELOPMENT,101,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2093804629
DEVELOPMENT,102,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,550759434
DEVELOPMENT,102,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,879135658
DEVELOPMENT,102,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1959713367
DEVELOPMENT,102,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,969017408
DEVELOPMENT,103,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3362842377
DEVELOPMENT,103,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,4138426728
DEVELOPMENT,103,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,262266968
DEVELOPMENT,103,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,508793420
DEVELOPMENT,104,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,417606535
DEVELOPMENT,104,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,8954496
DEVELOPMENT,104,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2907569159
DEVELOPMENT,104,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2042469233
DEVELOPMENT,105,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2433131047
DEVELOPMENT,105,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2758615847
DEVELOPMENT,105,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2789183472
DEVELOPMENT,105,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2219446238
DEVELOPMENT,106,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3887713065
DEVELOPMENT,106,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,327206240
DEVELOPMENT,106,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2989655657
DEVELOPMENT,106,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,553194374
DEVELOPMENT,107,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2061059148
DEVELOPMENT,107,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2369738509
DEVELOPMENT,107,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2714344202
DEVELOPMENT,107,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2224683784
DEVELOPMENT,108,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3724124811
DEVELOPMENT,108,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1111016767
DEVELOPMENT,108,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2783558560
DEVELOPMENT,108,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,456203269
DEVELOPMENT,109,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1405754098
DEVELOPMENT,109,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,479667184
DEVELOPMENT,109,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3838559678
DEVELOPMENT,109,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3588451997
DEVELOPMENT,110,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3766645748
DEVELOPMENT,110,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1903080365
DEVELOPMENT,110,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,280716430
DEVELOPMENT,110,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3752039547
DEVELOPMENT,111,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1778220946
DEVELOPMENT,111,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2887047471
DEVELOPMENT,111,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2687762991
DEVELOPMENT,111,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3947519607
DEVELOPMENT,112,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,788026871
DEVELOPMENT,112,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1102665839
DEVELOPMENT,112,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,4080017517
DEVELOPMENT,112,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3749066364
DEVELOPMENT,113,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,4135474750
DEVELOPMENT,113,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1285771381
DEVELOPMENT,113,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3425612620
DEVELOPMENT,113,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3419967128
DEVELOPMENT,114,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3584803379
DEVELOPMENT,114,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,3734343325
DEVELOPMENT,114,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2387700716
DEVELOPMENT,114,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,38806499
DEVELOPMENT,115,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1826811589
DEVELOPMENT,115,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1957699746
DEVELOPMENT,115,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2444776413
DEVELOPMENT,115,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2707942653
DEVELOPMENT,116,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,52587795
DEVELOPMENT,116,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1992347427
DEVELOPMENT,116,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1649102000
DEVELOPMENT,116,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,4286641317
DEVELOPMENT,117,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1789739449
DEVELOPMENT,117,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,115034727
DEVELOPMENT,117,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2401207145
DEVELOPMENT,117,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,960374740
DEVELOPMENT,118,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3589173610
DEVELOPMENT,118,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1310031779
DEVELOPMENT,118,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1442140789
DEVELOPMENT,118,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,2956394840
DEVELOPMENT,119,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3469679645
DEVELOPMENT,119,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,3460999795
DEVELOPMENT,119,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3157796670
DEVELOPMENT,119,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3320909671
DEVELOPMENT,120,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,327547566
DEVELOPMENT,120,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2182066524
DEVELOPMENT,120,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,25068653
DEVELOPMENT,120,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,4214951873
DEVELOPMENT,121,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3346981287
DEVELOPMENT,121,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,2121314135
DEVELOPMENT,121,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3954580786
DEVELOPMENT,121,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,1365988209
DEVELOPMENT,122,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1364337720
DEVELOPMENT,122,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,3110199285
DEVELOPMENT,122,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,2196071421
DEVELOPMENT,122,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,259507892
DEVELOPMENT,123,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1701047362
DEVELOPMENT,123,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1942080110
DEVELOPMENT,123,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3828932014
DEVELOPMENT,123,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,685972526
DEVELOPMENT,124,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2032178297
DEVELOPMENT,124,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,401520345
DEVELOPMENT,124,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,3257795867
DEVELOPMENT,124,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,4044262673
DEVELOPMENT,125,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,2179839442
DEVELOPMENT,125,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1321986356
DEVELOPMENT,125,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1984232435
DEVELOPMENT,125,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,822191058
DEVELOPMENT,126,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,1357194362
DEVELOPMENT,126,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,1427228594
DEVELOPMENT,126,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1923953348
DEVELOPMENT,126,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,3942242351
DEVELOPMENT,127,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,iid,4096,3314906415
DEVELOPMENT,127,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,iid,4096,4274158758
DEVELOPMENT,127,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,iid,4096,1769225045
DEVELOPMENT,127,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,iid,4096,63648690
DEVELOPMENT,0,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1456495579
DEVELOPMENT,0,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,600724587
DEVELOPMENT,0,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,96462096
DEVELOPMENT,0,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,2167302163
DEVELOPMENT,1,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,4119179392
DEVELOPMENT,1,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,1166404343
DEVELOPMENT,1,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,626635621
DEVELOPMENT,1,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,842955922
DEVELOPMENT,2,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,3445879516
DEVELOPMENT,2,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,1637565106
DEVELOPMENT,2,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3878633279
DEVELOPMENT,2,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3344654389
DEVELOPMENT,3,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,3465328775
DEVELOPMENT,3,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,4101222359
DEVELOPMENT,3,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3804500295
DEVELOPMENT,3,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,918715350
DEVELOPMENT,4,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,620714330
DEVELOPMENT,4,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3435755588
DEVELOPMENT,4,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,332401479
DEVELOPMENT,4,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,1223638616
DEVELOPMENT,5,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1798998966
DEVELOPMENT,5,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,4050704789
DEVELOPMENT,5,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3342847597
DEVELOPMENT,5,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,619560755
DEVELOPMENT,6,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1926642909
DEVELOPMENT,6,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3176001042
DEVELOPMENT,6,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,329243691
DEVELOPMENT,6,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,294348188
DEVELOPMENT,7,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,292997601
DEVELOPMENT,7,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,1866049804
DEVELOPMENT,7,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,4138228768
DEVELOPMENT,7,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,489180307
DEVELOPMENT,8,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,2812720801
DEVELOPMENT,8,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,2601872205
DEVELOPMENT,8,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,2469572093
DEVELOPMENT,8,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3469833377
DEVELOPMENT,9,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,3881134816
DEVELOPMENT,9,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3962408202
DEVELOPMENT,9,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,1538974959
DEVELOPMENT,9,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3160026345
DEVELOPMENT,10,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1878092309
DEVELOPMENT,10,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,2988475057
DEVELOPMENT,10,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3902455511
DEVELOPMENT,10,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3526852959
DEVELOPMENT,11,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,3609414517
DEVELOPMENT,11,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,1736858106
DEVELOPMENT,11,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3369345268
DEVELOPMENT,11,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,662522566
DEVELOPMENT,12,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,106247304
DEVELOPMENT,12,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3987245780
DEVELOPMENT,12,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,1370661928
DEVELOPMENT,12,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,4134825358
DEVELOPMENT,13,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,2850569845
DEVELOPMENT,13,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3073092430
DEVELOPMENT,13,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,3690871144
DEVELOPMENT,13,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,2742894068
DEVELOPMENT,14,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1281235964
DEVELOPMENT,14,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,2177367360
DEVELOPMENT,14,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,737194992
DEVELOPMENT,14,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3952709641
DEVELOPMENT,15,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,4072688319
DEVELOPMENT,15,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,3353575944
DEVELOPMENT,15,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,1859920275
DEVELOPMENT,15,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,3614311297
DEVELOPMENT,16,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1210136865
DEVELOPMENT,16,db87e6c265d45773bb6297db5af0c11f,limit_hopping_zero_chain6,chain6_hole_4,antithetic,1024,349204615
DEVELOPMENT,16,fb5214d8d1bf5caa839f81a965024f62,limit_spin_density_zero_rect2x3,rect2x3_hole_2,antithetic,1024,1502276835
DEVELOPMENT,16,89bd5e9b58115b60bdad35f43f6437be,limit_spin_density_zero_rect2x3,rect2x3_hole_3,antithetic,1024,799189266
DEVELOPMENT,17,8d9f57771b025ad2b6da9e578278aa6a,limit_hopping_zero_chain6,chain6_hole_2,antithetic,1024,1829180388
