block,sampling,trajectories,family_index,global_false_reject,global_simultaneous_coverage,global_binding_sesoi_detect,global_max_standardized_excess,case_false_reject::limit_hopping_zero_chain6,case_simultaneous_coverage::limit_hopping_zero_chain6,case_binding_sesoi_detect::limit_hopping_zero_chain6,case_false_reject::limit_spin_density_zero_rect2x3,case_simultaneous_coverage::limit_spin_density_zero_rect2x3,case_binding_sesoi_detect::limit_spin_density_zero_rect2x3,unit_binding_sesoi_detect::8d9f57771b025ad2b6da9e578278aa6a,unit_binding_sesoi_detect::db87e6c265d45773bb6297db5af0c11f,unit_binding_sesoi_detect::fb5214d8d1bf5caa839f81a965024f62,unit_binding_sesoi_detect::89bd5e9b58115b60bdad35f43f6437be
DEVELOPMENT,randomized_qmc,1024,90,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,91,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,92,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,93,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,94,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,95,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,96,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,97,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,98,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,99,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,100,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,101,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,102,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,103,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,104,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,105,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,106,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,107,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,108,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,109,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,110,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,111,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,112,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,113,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,114,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,115,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,116,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,117,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,118,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,119,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,120,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,121,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,122,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,123,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,124,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,125,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,126,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,1024,127,False,True,True,-0.4051389695820515,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,0,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,1,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,2,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,3,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,4,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,5,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,6,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,7,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,8,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,9,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,10,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,11,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,12,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,13,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,14,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,15,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,16,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,17,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,18,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,19,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,20,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,21,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,22,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,23,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,24,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,25,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,26,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,27,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,28,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,29,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,30,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,31,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,32,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,33,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,34,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,35,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,36,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,37,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,38,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,39,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,40,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,41,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,42,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,43,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,44,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,45,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,46,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,47,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,48,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,49,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,50,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,51,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,52,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,53,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,54,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,55,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,56,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,57,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,58,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,59,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,60,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,61,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,62,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,63,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,64,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,65,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,66,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,67,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,68,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,69,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,70,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,71,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,72,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,73,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,74,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,75,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,76,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,77,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,78,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,79,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,80,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,81,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,82,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,83,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,84,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,85,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,86,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,87,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,88,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,89,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,90,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,91,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,92,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,93,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,94,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,95,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,96,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,97,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,98,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,99,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,100,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,101,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,102,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,103,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,104,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,105,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,106,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,107,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,108,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,109,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,110,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,111,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,112,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,113,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,114,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,115,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,116,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,117,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,118,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,119,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,120,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,121,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,122,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,123,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,124,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,125,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,126,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,2048,127,False,True,True,-0.5730930261701493,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,0,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,1,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,2,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,3,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,4,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,5,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,6,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,7,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,8,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,9,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,10,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,11,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,12,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,13,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,14,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,15,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,16,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,17,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,18,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,19,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,20,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,21,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,22,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,23,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,24,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,25,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,26,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,27,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,28,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,29,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,30,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,31,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,32,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,33,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,34,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,35,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,36,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,37,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,38,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,39,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,40,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,41,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,42,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,43,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,44,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,45,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,46,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,47,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,48,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,49,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,50,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,51,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,52,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,53,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,54,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,55,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,56,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,57,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,58,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,59,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,60,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,61,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,62,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,63,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
DEVELOPMENT,randomized_qmc,4096,64,False,True,True,-0.8105749074493765,False,True,True,False,True,True,True,True,True,True
